carat,cut,color,clarity,depth,table,price,x,y,z,date_sold
0.7,Ideal,1,VS2,62.4,57,"$2,867",5.68,5.61,3.52,21/02/00
0.3,Ideal,1,SI1,62.4,54,$508,4.32,4.34,2.7,15/09/05
1.01,Premium,4,SI2,60.5,58,"$4,327",6.55,6.47,3.94,05/08/06
0.59,Very Good,5,VS1,62.1,55,"$1,757",5.37,5.41,3.35,18/05/09
0.9,Ideal,4,SI1,62.2,56,"$3,931",6.2,6.14,3.84,10/08/00
0.3,Very Good,2,VVS2,61.9,59,$789,4.27,4.32,2.66,04/12/07
0.7,Ideal,1,SI1,61.4,57,"$2,699",5.68,5.72,3.5,01/04/03
0.71,Very Good,1,VS2,63.1,59,"$3,096",5.64,5.67,3.57,09/09/08
0.32,Ideal,4,IF,61.9,56,$940,4.39,4.46,2.74,15/07/14
1.56,Very Good,6,VS1,62.7,58,"$9,857",7.42,7.37,4.64,09/02/07
0.53,Ideal,3,VS1,60.4,57,"$1,818",5.25,5.22,3.16,16/05/01
0.4,Fair,4,VS1,57.1,64,$798,4.88,4.9,2.79,21/08/98
1.11,Premium,5,SI2,62.9,59,"$4,662",6.59,6.54,4.13,14/10/05
0.37,Ideal,6,IF,61.4,55,$754,4.65,4.67,2.86,21/01/04
1.01,Premium,4,VS1,62.7,58,"$6,499",6.38,6.41,4.01,11/12/16
1.52,Very Good,4,VS2,62.1,58,"$12,840",7.36,7.43,4.59,03/12/01
1.04,Premium,5,SI2,62.1,58,"$3,832",6.5,6.52,4.04,12/03/10
1.12,Premium,1,SI2,61.2,59,"$4,071",6.7,6.66,4.09,23/01/00
1.01,Ideal,2,VS2,60.4,58,"$7,900",6.49,6.52,3.93,24/04/17
0.92,Very Good,4,SI1,61.5,60,"$3,817",6.19,6.26,3.83,14/01/04
1.01,Ideal,6,SI1,62.5,56,"$5,020",6.4,6.36,3.99,22/06/07
0.71,Premium,2,SI1,61.7,61,"$2,629",5.76,5.74,3.55,06/12/04
0.61,Premium,1,SI1,61.6,58,"$1,614",5.37,5.34,3.3,02/01/15
0.76,Premium,4,VS1,59.6,57,"$2,937",6.01,5.91,3.55,29/01/13
1.2,Good,7,SI2,63.3,54.4,"$4,659",6.72,6.78,4.27,11/10/06
0.3,Ideal,5,VVS2,62.1,54,$590,4.32,4.35,2.69,12/04/13
0.79,Good,6,VS2,58.5,62,"$2,451",5.99,6.04,3.52,07/06/14
0.5,Very Good,2,SI1,63.4,55,"$1,289",5.02,5.1,3.21,26/08/03
1.14,Ideal,7,VS1,61.6,56,"$5,339",6.71,6.73,4.14,01/06/08
0.34,Very Good,2,SI1,59.6,57,$596,4.52,4.61,2.72,16/05/03
0.42,Premium,3,VS1,61.8,59,"$1,103",4.83,4.81,2.98,26/11/14
0.86,Good,1,VVS1,64.3,53,"$5,029",6.02,6.12,3.89,29/12/12
0.4,Good,2,VS1,63.8,57,"$1,138",4.72,4.69,3,21/01/18
1.17,Premium,5,SI1,62.6,59,"$4,631",6.78,6.71,4.22,26/04/98
0.54,Ideal,2,SI2,62.1,56,"$1,250",5.22,5.18,3.23,22/08/04
0.31,Premium,2,VS2,60.8,58,$680,4.35,4.37,2.65,17/03/12
0.33,Ideal,2,VS2,61.2,56,$928,4.47,4.45,2.73,05/03/13
0.45,Very Good,3,SI2,61.5,61,$729,4.9,4.95,3.03,15/04/18
1.02,Fair,3,SI2,66.6,58,"$3,633",6.21,6.14,4.11,27/03/06
0.61,Ideal,4,IF,61.7,55,"$2,575",5.44,5.49,3.37,22/12/07
0.95,Good,4,VVS2,57.7,59.7,"$5,817",6.5,6.58,3.77,12/04/14
0.57,Ideal,5,IF,61,57,"$2,210",5.35,5.38,3.27,21/10/09
0.5,Ideal,4,VVS1,61.8,54,"$1,865",5.13,5.16,3.18,19/11/05
2.02,Ideal,3,SI2,61.3,57,"$16,290",8.11,8.16,4.99,27/04/01
1.06,Very Good,5,SI2,62.6,58,"$3,958",6.46,6.52,4.06,08/10/14
0.5,Ideal,1,SI2,62.8,56,"$1,243",5.06,5.03,3.17,09/01/16
1.02,Very Good,3,VS2,63.3,59,"$6,597",6.4,6.37,4.04,12/10/17
0.52,Very Good,2,VS1,61.8,60,"$2,021",5.14,5.18,3.19,25/09/05
0.9,Premium,6,VS2,61.9,59,"$2,857",6.2,6.14,3.82,10/12/17
0.95,Very Good,1,SI2,60.1,61,"$4,418",6.35,6.37,3.82,19/11/09
0.31,Ideal,1,VS2,61.8,56,$879,4.39,4.35,2.7,17/02/04
0.7,Good,4,SI1,63.5,61,"$2,074",5.61,5.64,3.57,30/05/05
0.32,Ideal,1,SI2,61.4,56,$612,4.46,4.43,2.73,24/02/99
0.31,Premium,4,VVS2,60,62,$907,4.44,4.4,2.65,22/07/04
0.28,Very Good,1,VVS1,60.4,59,$642,4.23,4.25,2.56,25/01/02
0.41,Premium,3,VS2,60.3,58,"$1,107",4.85,4.8,2.91,24/03/00
1.01,Very Good,2,VVS2,63.4,57,"$8,797",6.45,6.33,4.05,26/01/16
0.54,Very Good,3,SI1,63.3,56,"$1,389",5.24,5.21,3.31,27/08/11
1.02,Premium,2,SI1,62.8,58,"$5,429",6.45,6.39,4.03,30/11/08
0.33,Premium,4,VVS1,61.9,59,"$1,114",4.41,4.38,2.72,27/12/06
1.02,Very Good,4,VVS2,62.5,59,"$7,724",6.34,6.42,3.99,03/09/08
2.14,Ideal,6,SI2,61.9,56,"$14,452",8.26,8.22,5.1,26/03/98
0.56,Ideal,1,VS2,61,57,"$1,963",5.28,5.35,3.24,13/03/01
0.6,Ideal,2,SI2,62.5,57,"$1,385",5.37,5.39,3.36,09/06/16
1.15,Ideal,3,VVS2,62.1,55,"$8,743",6.69,6.74,4.17,17/05/09
1,Premium,2,VS1,61.9,60,"$7,260",6.41,6.44,3.98,07/04/10
1.09,Ideal,4,VS2,62,54,"$6,905",6.61,6.65,4.11,01/04/04
0.31,Very Good,2,IF,58.1,60,$987,4.45,4.5,2.6,28/09/01
1.17,Good,6,SI1,63.6,61,"$4,914",6.66,6.64,4.23,09/08/11
1.51,Very Good,4,SI1,61.5,54,"$10,947",7.35,7.42,4.54,21/05/07
1.14,Ideal,5,VS2,61.6,56,"$5,831",6.68,6.72,4.13,07/10/06
0.32,Ideal,1,VS2,62.2,55,$758,4.37,4.41,2.73,26/07/18
0.5,Fair,1,VS2,66.9,57,"$1,431",4.95,4.83,3.27,23/03/06
1,Good,1,SI1,57.6,62,"$4,155",6.62,6.5,3.78,21/12/05
0.52,Ideal,2,VS2,61.3,56,"$1,621",5.17,5.21,3.18,05/05/12
0.3,Premium,4,SI2,62.3,59,$394,4.25,4.29,2.66,06/10/17
0.7,Ideal,3,SI1,60.8,57,"$2,596",5.73,5.71,3.48,13/12/02
0.9,Fair,4,SI1,72.9,54,"$2,691",5.74,5.67,4.16,20/12/07
0.32,Ideal,5,VVS2,61.8,55,$645,4.38,4.42,2.72,10/01/08
0.55,Very Good,1,VS2,60.4,59,"$1,755",5.29,5.34,3.21,26/04/13
0.6,Good,7,VS1,58.9,60.5,"$1,306",5.5,5.57,3.26,12/02/06
1.55,Premium,5,SI1,61.8,59,"$10,277",7.45,7.38,4.58,17/09/09
0.57,Very Good,2,SI2,58.8,57.3,"$1,384",5.42,5.46,3.21,17/02/09
0.9,Fair,1,SI2,64.7,59,"$3,205",6.09,5.99,3.91,19/04/07
1.21,Ideal,2,SI1,62.2,54.1,"$7,231",6.82,6.86,4.26,26/03/13
2.12,Ideal,5,SI2,61.4,57,"$12,284",8.28,8.24,5.07,07/03/05
0.32,Ideal,2,VVS2,61.6,57,$842,4.4,4.43,2.72,12/08/15
0.8,Ideal,3,SI2,61.4,56,"$3,064",5.99,5.93,3.66,05/02/99
0.42,Ideal,7,VVS2,61.7,54,$673,4.83,4.86,2.99,04/05/04
1.56,Very Good,6,SI1,60.2,61,"$8,470",7.5,7.59,4.54,27/04/14
1.01,Very Good,4,SI2,63,58,"$3,966",6.29,6.34,3.98,23/11/01
0.81,Premium,1,SI1,62.4,59,"$3,266",5.96,5.89,3.7,10/09/07
1.04,Premium,4,VS1,62,56,"$6,996",6.53,6.46,4.03,03/09/10
0.52,Ideal,3,IF,61.7,57,"$2,733",5.13,5.17,3.18,13/03/07
1.5,Fair,2,SI1,56.2,58,"$11,489",7.71,7.6,4.3,30/06/12
1.39,Very Good,4,SI2,61.5,62,"$6,628",7.09,7.16,4.38,01/08/12
1.16,Premium,3,VVS1,60.4,60,"$10,809",6.9,6.77,4.13,12/05/00
0.73,Premium,4,SI1,62,58,"$2,163",5.75,5.8,3.58,19/05/00
1.57,Ideal,7,SI1,62,56,"$7,640",7.5,7.46,4.64,04/11/12
0.78,Premium,7,SI2,60.6,58,"$2,022",5.94,5.91,3.59,28/08/08
0.7,Ideal,2,SI1,61.9,56,"$3,330",5.7,5.73,3.54,11/01/07
0.35,Fair,2,VVS2,66.2,58,$738,4.41,4.35,2.9,07/05/14
0.52,Ideal,2,VS2,61.3,56,"$1,743",5.21,5.17,3.18,20/07/12
1.15,Ideal,6,SI1,62.3,57,"$4,925",6.74,6.67,4.18,10/11/07
0.72,Premium,5,SI1,59.9,58,"$2,334",5.85,5.81,3.49,16/12/12
0.9,Fair,4,SI1,65.4,57,"$3,145",6.04,5.95,3.92,05/04/99
1.02,Good,3,VS1,62.6,54.3,"$8,011",6.41,6.45,4.02,02/06/98
0.85,Premium,4,VS2,61,58,"$3,237",6.11,6.08,3.72,23/08/18
0.31,Ideal,5,VS2,62.2,53,$489,4.38,4.43,2.74,20/11/09
0.89,Fair,6,VS1,68.2,65,"$2,334",5.82,5.74,3.94,17/03/16
0.4,Ideal,2,SI2,62.2,53,$689,4.73,4.76,2.95,30/12/18
0.33,Ideal,4,VS1,61.6,57,$699,4.46,4.49,2.75,18/08/10
1.11,Ideal,3,VVS1,59.7,58,"$12,956",6.7,6.74,4.01,20/08/02
0.5,Ideal,2,VS1,62.7,57,"$1,745",5.04,5.11,3.18,12/11/08
1,Very Good,3,SI2,63.4,58,"$4,036",6.31,6.25,3.98,26/09/08
0.41,Ideal,2,SI2,61.5,58,$654,4.79,4.83,2.96,06/05/18
0.91,Premium,2,VS1,61.9,59,"$5,167",6.23,6.17,3.84,10/12/02
2.08,Ideal,7,SI2,62.3,55,"$12,179",8.23,8.17,5.11,31/10/01
0.26,Good,1,VS2,65.2,56,$403,3.99,4.02,2.61,07/02/18
0.73,Premium,3,VS1,62.7,56,"$2,961",5.75,5.73,3.6,06/08/01
0.31,Premium,2,VVS2,61.3,60,"$1,046",4.35,4.33,2.66,06/04/00
0.72,Ideal,1,SI1,61.7,55,"$3,568",5.77,5.8,3.57,10/04/19
0.33,Ideal,4,SI2,61.4,54,$463,4.44,4.48,2.74,05/02/09
0.7,Very Good,5,VS2,63.2,57,"$2,137",5.58,5.62,3.54,19/07/05
1,Ideal,4,VS2,62.6,57,"$5,967",6.47,6.4,4.03,09/08/07
0.43,Premium,4,SI1,62.6,59,$724,4.8,4.82,3.01,02/11/17
0.31,Ideal,2,SI1,63,57,$698,4.32,4.29,2.71,24/09/10
0.5,Very Good,6,VS1,63.1,56,"$1,013",5.07,5.01,3.18,25/03/98
0.51,Ideal,3,VS2,61.4,56,"$1,687",5.16,5.13,3.16,25/12/09
0.4,Ideal,4,VVS1,60.2,60,$997,4.78,4.82,2.89,20/01/03
1.21,Ideal,6,VS1,61.7,53,"$7,111",6.89,6.92,4.26,13/08/03
0.54,Premium,2,SI1,62.2,58,"$1,637",5.26,5.23,3.26,10/07/16
0.32,Ideal,1,SI1,62,57,$756,4.4,4.37,2.72,11/11/15
0.5,Premium,1,SI1,62.2,57,"$1,654",5.11,5.08,3.17,13/07/09
0.72,Very Good,2,SI1,62,57,"$2,562",5.73,5.76,3.56,26/09/11
0.4,Very Good,1,SI2,62.8,56,$666,4.7,4.73,2.96,24/11/04
0.73,Ideal,4,VS2,61.8,54,"$2,839",5.8,5.82,3.59,26/03/14
0.73,Ideal,2,VS2,61.9,55,"$3,275",5.76,5.8,3.57,13/06/10
0.27,Very Good,1,VVS2,62.3,57,$622,4.13,4.15,2.58,02/08/09
0.51,Good,3,VS2,63.7,56,"$1,574",5.05,5.03,3.21,25/03/06
1.5,Good,5,VS1,63.8,61,"$9,878",7.17,7.12,4.56,14/01/04
0.7,Very Good,3,SI2,62.9,56,"$2,131",5.68,5.71,3.58,01/05/13
2.01,Ideal,6,SI1,62.8,57,"$10,389",8.04,7.98,5.03,25/07/11
0.51,Good,2,VS2,63.3,56,"$1,656",5.08,5.12,3.23,06/08/14
0.3,Ideal,5,SI1,62.6,53.1,$475,4.27,4.3,2.69,04/03/99
1.13,Premium,5,SI1,62,58,"$5,050",6.67,6.63,4.12,04/11/17
1.27,Ideal,4,VVS1,61.7,56,"$11,002",7.03,6.9,4.3,10/04/04
0.55,Premium,2,SI2,61.9,58,"$1,273",5.24,5.2,3.23,18/06/02
0.24,Premium,2,VVS1,60.3,61,$668,4.06,4.03,2.44,16/12/11
1.2,Very Good,4,VVS2,62.4,56,"$8,712",6.68,6.74,4.19,23/12/02
1.71,Ideal,6,VVS2,61.9,57,"$13,660",7.62,7.67,4.73,02/06/10
0.25,Ideal,4,SI1,62.3,53,$363,4.06,4.09,2.54,25/08/17
0.56,Ideal,4,VS2,61.9,55,"$1,580",5.28,5.32,3.28,07/10/17
1.51,Very Good,4,VS2,62.8,57,"$11,923",7.25,7.3,4.57,07/01/99
2.54,Ideal,6,SI2,61.4,54,"$12,687",8.83,8.78,5.41,18/01/04
1.2,Premium,4,SI1,62.3,59,"$6,586",6.84,6.75,4.23,30/10/06
0.9,Very Good,6,VS1,63.5,57,"$3,484",6.06,6.03,3.84,14/07/15
1.1,Ideal,3,IF,62,57,"$11,233",6.65,6.57,4.1,05/07/10
1.52,Very Good,7,VS2,62.6,58,"$7,467",7.28,7.31,4.57,12/10/05
0.5,Ideal,2,SI1,62.2,57,"$1,410",5.06,5.1,3.16,04/08/17
0.31,Ideal,1,VS2,61.2,55,$734,4.36,4.46,2.7,06/07/13
0.4,Premium,1,VS2,61.7,59,"$1,050",4.76,4.73,2.93,27/04/16
2.5,Fair,7,SI2,66.9,58,"$14,652",8.36,8.22,5.55,24/05/11
0.61,Ideal,2,VVS2,62.4,53.9,"$2,907",5.42,5.43,3.38,12/10/00
1.52,Ideal,5,SI2,62,60,"$8,620",7.31,7.37,4.55,01/03/13
0.33,Ideal,7,VS1,62.1,55,$557,4.44,4.41,2.75,27/06/04
1.05,Premium,3,SI2,62.6,59,"$4,475",6.43,6.47,4.04,04/07/06
0.52,Very Good,5,VS1,63.5,58,"$1,572",5.08,5.13,3.24,17/01/07
0.41,Ideal,2,VVS2,60.5,57,"$1,363",4.83,4.86,2.93,04/11/01
1.21,Very Good,7,VS2,62.4,58,"$4,191",6.79,6.83,4.25,10/05/08
0.9,Good,5,SI2,63.4,60,"$3,160",6.03,6.08,3.84,03/02/11
0.39,Premium,2,VVS2,61.1,59,"$1,207",4.74,4.68,2.88,02/06/01
0.42,Ideal,4,VVS2,60.7,55,"$1,031",4.86,4.89,2.96,07/04/15
0.26,Ideal,2,VVS1,61.7,56,$635,4.09,4.11,2.53,12/09/10
1.01,Very Good,5,SI1,62.6,58,"$4,369",6.34,6.44,4,26/01/18
0.9,Premium,6,VS2,59.8,61,"$3,431",6.22,6.13,3.69,03/01/16
0.34,Premium,5,VS2,60.2,60,$537,4.51,4.56,2.73,01/06/10
0.41,Premium,1,VS1,60.6,59,"$1,082",4.84,4.8,2.92,03/11/09
0.52,Ideal,5,VVS1,61.2,57,"$1,809",5.17,5.22,3.18,23/09/06
0.77,Ideal,1,VS2,61.1,57,"$3,837",5.93,5.96,3.63,24/12/98
0.59,Ideal,4,SI1,62.3,55,"$1,431",5.37,5.39,3.35,19/07/98
0.42,Premium,2,VS2,62.8,59,"$1,024",4.8,4.76,3,26/12/06
0.54,Ideal,7,VS1,61,56.1,"$1,240",5.25,5.28,3.21,27/04/08
0.85,Ideal,4,SI1,60.4,56,"$3,118",6.26,6.17,3.75,16/08/09
0.39,Ideal,3,VS2,62.3,55,$971,4.69,4.71,2.93,30/07/07
1.05,Ideal,4,VS1,62.2,57,"$7,357",6.49,6.51,4.04,17/03/13
1.01,Ideal,3,VS1,60.7,57,"$7,792",6.52,6.49,3.95,21/10/14
0.52,Very Good,3,SI1,62.6,58,"$1,267",5.11,5.14,3.21,31/08/16
0.5,Ideal,2,SI1,61.8,56,"$1,617",5.11,5.07,3.14,07/12/17
1.57,Very Good,7,VS2,62.6,60,"$7,813",7.34,7.41,4.62,04/04/09
0.7,Ideal,2,VS2,61.1,56,"$3,370",5.76,5.81,3.53,29/09/06
0.7,Premium,4,VS1,61,59,"$2,512",5.68,5.77,3.49,30/06/14
0.71,Premium,5,SI1,62.4,59,"$2,112",5.65,5.6,3.51,10/07/18
1.53,Very Good,5,VS2,62.2,58,"$11,178",7.3,7.34,4.55,11/01/10
0.59,Fair,3,VS2,64.4,56,"$2,443",5.31,5.28,3.41,25/02/03
2.04,Premium,5,SI2,62.8,58,"$14,184",8.11,8.06,5.08,21/02/99
1.58,Very Good,3,VS2,59.9,61,"$14,308",7.5,7.6,4.52,24/02/16
0.32,Premium,2,SI1,61.6,56,$720,4.41,4.39,2.71,20/06/09
0.77,Very Good,4,VS2,58.3,63,"$2,896",6,6.05,3.51,21/12/03
1,Premium,3,SI1,62.1,59,"$5,152",6.39,6.36,3.96,23/04/06
0.71,Premium,3,SI1,60.9,59,"$2,198",5.74,5.69,3.48,03/03/02
0.38,Premium,6,VS2,62.4,56,$682,4.65,4.58,2.88,08/02/07
1.13,Ideal,1,VS1,61.4,55,"$9,448",6.72,6.74,4.13,18/01/09
1.02,Good,5,SI1,63.9,55,"$4,476",6.37,6.4,4.08,13/02/10
0.55,Very Good,3,SI1,60.7,57,"$1,316",5.27,5.3,3.21,10/01/13
0.32,Ideal,2,VS1,61.8,56,$825,4.4,4.43,2.73,11/09/16
0.35,Ideal,1,SI1,62.3,57,$827,4.52,4.5,2.81,03/09/99
0.7,Ideal,5,SI1,61.4,56,"$2,815",5.72,5.77,3.53,30/05/14
0.8,Ideal,5,VS1,63.1,58,"$3,111",5.89,5.96,3.74,28/04/13
0.54,Ideal,2,VS1,61,56,"$1,939",5.24,5.35,3.23,27/02/03
0.34,Ideal,1,SI1,60.6,56,$626,4.51,4.54,2.74,20/04/99
0.33,Ideal,2,VS1,60.2,57,$781,4.48,4.52,2.71,04/08/02
0.54,Ideal,2,VS2,61,56,"$1,847",5.28,5.25,3.21,09/05/09
0.9,Premium,5,VS2,62.7,59,"$4,082",6.15,6.1,3.84,20/10/06
0.7,Ideal,2,SI2,61,56,"$2,376",5.78,5.72,3.51,29/05/18
0.7,Good,1,VVS1,61,61,"$4,407",5.69,5.72,3.48,03/09/15
0.42,Premium,4,VS2,60.6,58,"$1,087",4.88,4.83,2.94,13/04/07
1.16,Premium,7,SI1,62.5,58,"$4,222",6.73,6.67,4.19,07/07/98
1.1,Ideal,7,SI1,61.5,55,"$4,390",6.65,6.68,4.1,29/02/04
0.4,Very Good,1,VVS2,61.4,58.3,"$1,359",4.73,4.74,2.9,16/12/03
1.04,Premium,4,VS2,61.8,58,"$6,709",6.51,6.46,4.01,29/05/02
1.01,Ideal,2,SI2,61.5,55,"$4,504",6.45,6.49,3.98,15/07/13
1.23,Ideal,5,IF,61.3,57,"$8,585",6.92,6.87,4.23,17/06/19
0.5,Ideal,6,VVS1,62.4,53,"$1,370",5.1,5.12,3.19,05/02/98
0.31,Very Good,5,VS2,63.5,57,$628,4.34,4.32,2.75,22/11/15
0.32,Ideal,6,VS2,62,53,$466,4.42,4.45,2.75,17/11/00
0.34,Very Good,7,VS1,61.7,58,$447,4.41,4.47,2.74,28/02/02
0.73,Ideal,6,VS2,61.6,54,"$2,327",5.81,5.84,3.59,18/05/99
0.52,Ideal,2,SI1,61.4,57,"$1,330",5.15,5.18,3.17,11/03/10
0.55,Very Good,4,VS2,62.3,56,"$1,551",5.24,5.29,3.28,17/10/98
1,Premium,2,SI2,60.7,58,"$3,763",6.45,6.38,3.9,21/03/03
1.06,Premium,3,SI1,58.4,61,"$5,535",6.73,6.69,3.92,13/11/18
1,Good,4,VS2,63.7,57,"$5,484",6.32,6.28,4.01,09/08/13
0.3,Ideal,3,VS1,62.1,56,$673,4.29,4.32,2.67,26/11/00
0.24,Very Good,2,VS1,62.4,59,$419,3.94,3.98,2.47,29/09/01
0.32,Ideal,4,VVS1,61.1,55,$796,4.46,4.48,2.73,01/10/02
1,Fair,4,SI1,63.1,59,"$4,163",6.32,6.27,3.97,25/03/05
1.01,Ideal,1,VVS1,62.5,55,"$11,767",6.44,6.39,4.01,30/05/13
1.65,Premium,4,I1,62,59,"$6,788",7.53,7.57,4.68,04/01/18
0.33,Very Good,1,VS2,62.8,54,$781,4.43,4.46,2.79,05/04/15
0.31,Ideal,1,VS2,61.8,55,$734,4.33,4.37,2.69,24/03/12
0.35,Premium,2,SI2,61,58,$630,4.56,4.52,2.77,17/08/98
0.32,Premium,4,VS1,62.1,58,$645,4.37,4.39,2.72,16/11/13
0.32,Very Good,4,VVS2,62.2,57,$730,4.36,4.38,2.72,08/08/10
1.5,Very Good,2,SI1,59.3,56,"$10,929",7.43,7.51,4.43,18/06/10
0.57,Ideal,2,VS2,62.1,55,"$1,778",5.37,5.33,3.32,14/08/02
0.91,Premium,2,VS1,60.6,58,"$5,101",6.32,6.25,3.81,24/03/13
1.5,Premium,5,SI1,61.4,56,"$7,636",7.47,7.34,4.55,25/11/05
1.23,Ideal,4,VVS2,61,55,"$9,698",6.95,6.93,4.23,21/01/17
0.33,Ideal,1,VS2,60.9,55,$781,4.46,4.5,2.73,09/06/05
2.03,Premium,6,SI1,61.4,58,"$15,683",8.13,8.09,4.98,26/03/12
0.9,Very Good,4,SI2,62.4,55,"$3,539",6.13,6.17,3.84,11/09/98
0.4,Premium,4,SI1,58.3,62,$816,4.86,4.81,2.82,30/09/01
0.91,Premium,3,SI2,60.5,59,"$2,461",6.21,6.19,3.75,19/08/98
1.29,Ideal,4,VVS2,62.4,57,"$10,614",6.94,6.97,4.34,20/01/03
0.65,Good,3,SI1,58.1,61,"$1,843",5.66,5.74,3.31,07/12/18
1.51,Premium,4,VS2,62.7,58,"$12,756",7.2,7.31,4.55,30/12/10
0.31,Ideal,3,IF,62.3,53,$914,4.35,4.38,2.72,22/07/15
1.08,Ideal,4,SI1,61.4,56,"$4,771",6.62,6.6,4.06,27/10/05
0.38,Ideal,3,IF,62.2,54,"$1,218",4.65,4.68,2.9,09/10/11
0.74,Good,3,SI2,62.6,65,"$2,685",5.66,5.69,3.55,19/03/13
1.52,Fair,5,SI1,64.6,55,"$7,433",7.24,7.19,4.66,15/09/12
1.01,Ideal,4,SI2,59.3,60,"$4,556",6.54,6.58,3.89,19/11/18
0.5,Ideal,1,SI1,61.7,56,"$1,623",5.16,5.11,3.17,10/09/16
0.27,Ideal,2,VVS2,61.9,56,$760,4.16,4.19,2.58,25/01/05
1.46,Very Good,6,SI1,62.8,57,"$7,387",7.13,7.21,4.5,02/08/99
1.2,Premium,6,VS2,62.6,58,"$5,699",6.77,6.72,4.22,16/02/99
0.7,Premium,3,SI1,60.8,56,"$2,394",5.72,5.66,3.46,16/07/09
0.47,Fair,3,SI2,67.6,57,$719,4.81,4.72,3.23,22/11/08
0.51,Ideal,2,VS2,62.9,57,"$1,662",5.11,5.07,3.2,30/06/17
1.04,Premium,2,VVS1,60.9,58,"$11,279",6.53,6.61,4,05/09/15
0.44,Good,1,VVS1,59.2,57,"$2,250",4.96,5,2.95,14/06/13
1,Fair,2,SI2,67,53,"$3,136",6.19,6.13,4.13,14/11/10
0.3,Good,5,VVS2,63.6,56,$776,4.29,4.26,2.72,08/01/09
1.01,Very Good,2,SI1,62.8,57,"$5,499",6.37,6.41,4.01,27/04/03
0.73,Ideal,1,VS2,62.3,54,"$3,673",5.77,5.8,3.6,11/07/00
0.34,Ideal,4,VS2,62.1,55,$596,4.46,4.49,2.78,03/04/18
0.51,Ideal,6,VVS2,61.6,54,"$1,274",5.15,5.18,3.18,16/07/17
0.55,Good,6,SI1,57.7,61,"$1,089",5.37,5.34,3.09,29/04/00
0.3,Ideal,1,VVS2,61.6,56,"$1,041",4.32,4.35,2.67,28/07/08
1.01,Premium,6,SI1,62.3,58,"$4,355",6.44,6.4,4,13/03/05
0.73,Ideal,2,SI2,61,57,"$2,434",5.81,5.87,3.56,31/01/99
0.3,Premium,1,SI2,61,61,$574,4.31,4.25,2.61,14/12/08
0.53,Good,5,SI1,63.9,55,"$1,242",5.19,5.14,3.3,18/08/08
0.88,Good,7,VS1,64,56,"$1,964",5.98,5.9,3.8,05/10/12
0.74,Premium,3,SI1,61.4,59,"$2,648",5.81,5.82,3.57,10/02/98
1.8,Premium,6,SI2,61.8,59,"$8,457",7.9,7.8,4.85,11/09/06
1.01,Very Good,3,SI2,61,60,"$5,067",6.42,6.46,3.93,16/09/03
1.03,Ideal,7,SI2,60.6,56,"$4,347",6.58,6.57,3.99,20/04/03
0.74,Very Good,3,VVS2,61.5,55.1,"$3,948",5.82,5.85,3.59,14/11/04
0.3,Ideal,6,SI1,60.4,59,$439,4.33,4.35,2.62,07/06/08
0.54,Ideal,3,VS2,62.2,57,"$1,786",5.24,5.21,3.25,29/10/14
0.5,Premium,4,VS1,60.8,60,"$1,629",5.16,5.14,3.13,13/02/99
0.5,Ideal,2,VS2,61.8,55,"$1,746",5.11,5.06,3.14,30/01/14
0.58,Ideal,7,SI1,61.5,55,"$1,089",5.36,5.4,3.31,28/01/17
0.63,Premium,3,SI1,60.9,56,"$1,736",5.58,5.56,3.39,29/04/10
0.31,Ideal,3,VS2,62.8,57,$802,4.36,4.34,2.73,08/09/04
1,Very Good,2,SI2,63.3,55,"$4,390",6.29,6.25,3.97,20/03/14
0.64,Good,2,SI2,56.6,59,"$1,080",5.77,5.74,3.26,03/06/03
1.61,Premium,5,SI2,61.4,62,"$7,745",7.54,7.48,4.62,20/02/17
0.71,Ideal,2,VS1,62.2,55,"$2,866",5.74,5.7,3.56,06/01/13
0.36,Ideal,5,VVS1,62.3,56,$821,4.54,4.57,2.84,12/06/10
1.47,Very Good,5,SI2,59.1,56,"$7,438",7.46,7.51,4.42,13/09/16
0.9,Premium,4,VVS2,63,58,"$4,486",6.15,6.07,3.85,18/04/18
0.72,Premium,3,SI1,59.3,60,"$2,030",5.91,5.86,3.49,06/06/11
0.77,Ideal,3,SI1,61.5,55,"$3,321",5.88,5.92,3.63,04/08/07
0.31,Good,6,SI1,63.8,55,$523,4.34,4.31,2.76,21/08/06
0.29,Very Good,2,VS1,60,57,$619,4.33,4.34,2.6,18/05/15
0.91,Fair,7,VS2,65.4,60,"$2,854",6.04,6,3.94,24/06/12
0.61,Ideal,3,SI2,62.3,57,"$1,303",5.38,5.44,3.37,21/06/05
1.4,Very Good,6,VS2,59.2,60,"$7,702",7.35,7.3,4.34,03/01/13
0.8,Ideal,6,VS1,62.6,54,"$2,842",5.92,5.96,3.72,05/02/06
1.52,Ideal,6,VS1,61.4,57,"$9,483",7.42,7.38,4.54,22/12/06
1.23,Very Good,5,VS2,60.6,59,"$6,459",6.89,6.94,4.19,09/04/13
0.4,Ideal,5,VVS2,62.2,56,$877,4.7,4.75,2.94,17/09/99
0.56,Ideal,4,VS1,60.6,56,"$1,915",5.36,5.33,3.24,05/04/14
0.5,Good,7,VS2,63.2,60,$965,5.01,5.06,3.18,05/11/98
0.35,Ideal,2,VS2,62.1,56,$767,4.52,4.53,2.81,09/10/03
0.86,Premium,3,SI1,62.6,58,"$3,372",6.01,6.06,3.78,24/10/15
